Document,Path,Term,Definition
השתתפותבדיור,3.5/,הכנסה,"כמפורט בהוראה 1.22 ו – 1.23 בתע""ס"
השתתפותבדיור,3.5/,יחידה משפחתית,כמפורט בהוראה 1.22.
השתתפותבדיור,3.5/,דיירים נחשבים,בני היחידה המשפחתית ואחרים הגרים באותה דירה
השתתפותבדיור,3.5/,סוגי עזרה,
הימורים1,3.2/,נפגע ישיר (צורך אלכוהול)," מי שצורך אלכוהול ועקב השימוש בו תפקודו הגופני ו/או הנפשי, ו/או החברתי ו/או התעסוקתי נפגע. מכור לאלכוהול תלוי בו נפשית וגופנית ואינו יכול לתפקד ללא צריכתו."
10.1.17,6.11/,ארגון מפעיל,גוף שנבחר במכרז על ידי משרד העבודה הרווחה והשירותים החברתיים לצורך הפעלת מרכז תעסוקתי מוגן.
10.1.17,6.11/,משתקם,אדם עם עיוורון/לקות ראייה או נכה המועסק במרכז 					תעסוקתי בעבודה יצרנית.
10.1.17,6.11/,תשלום קבוע,"שכר בסיס בגובה של לפחות 50% משכר שעת עבודה בחברת ""המשקם""."
10.1.17,6.11/,"גמול ביצוע עבודה (גב""ע)",השכר הנובע מתפוקת המשתקם.
10.1.17,6.11/,תנאים סוציאליים,התנאים הסוציאליים מהווים 18.33% מהשכר 					כמפורט בסעיף 10.4 בהוראה זו.
10.1.17,6.11/,ועדת תעסוקה מקומית,"וועדה ברשות המקומית שתפקידה לבחון, לדון 				 ולהחליט עם המועמד על מידת התאמתו לתעסוקה מוגנת, השעייתו והפסקת השמה. אוכלוסיית היעד בעלי תעודת עיוור/לקויי ראייה מעל גיל 18 ."
התנדבות שרות לאומי 18 4,18.4/,שירות לאומי/אזרחי,"שירות מתנדבים לטובת אוכלוסייה, המטופלת בשירותי הרווחה, בכפוף לתקנות הביטוח הלאומי (בנות בשרות לאומי בהתנדבות) תשס""ב - 2002."
התנדבות שרות לאומי 18 4,18.4/,מתנדב,"אדם שקיבל דחיית שירות, או פטור, מחובת שירות ביטחון, לפי חוק שירות ביטחון (נוסח משולב) התשמ""ו 1989, או לא נקרא לשירות סדיר לפי חוק זה."
התנדבות שרות לאומי 18 4,18.4/,גוף מוכר,"גוף שהשר הממונה הכיר בו, להפניית מתנדבים, לשירות לאומי/אזרחי."
התנדבות שרות לאומי 18 4,18.4/,גוף מפעיל,"רשות ציבורית, מוסד ציבורי, חברה לתועלת הציבור או אגודה שיתופית, בתחום ההתיישבות, המקבל מתנדבים שהופנו ע""י גוף מוכר, למטרת שירות לאומי/אזרחי, שלא למטרות רווח, בהתאם להסכם עמו (נספח א)."
התנדבות שרות לאומי 18 4,18.4/,מנהלת,"מנהלת השירות הלאומי/אזרחי, במשרד הכלכלה והמסחר."
התנדבות שרות לאומי 18 4,18.4/,מנהל המנהלת,"אדם, שהשר הממונה על המנהלת, הסמיכו לעניין תקנות השירות הלאומי/אזרחי. הגופים המפעילים הזכאים לקבל מתנדבי שרות הלאומי/אזרחי מוסדות ומסגרות חוץ ביתיות ויומיות, שבפיקוח משרד הרווחה והשירותים החברתיים. מחלקות לשירותים חברתיים ברשויות המקומיות."
מפעלים מוגנים לעיוורים,6.10/,ארגון מפעיל,גוף שנבחר במכרז על ידי משרד הרווחה והשירותים החברתיים לצורך הפעלת מפעל תעסוקתי מוגן
מפעלים מוגנים לעיוורים,6.10/,משוקם,אדם עם עיוורון/לקות ראייה המועסק במפעל מוגן בעבודה יצרנית.
מפעלים מוגנים לעיוורים,6.10/,תשלום קבוע,"שכר בסיס בגובה 50% משכר שעת עבודה בחברת ""המשקם"" , התעריף מתעדכן מעת לעת ומתפרסם בנספח א' להוראה זו בחוברת התעריפים."
מפעלים מוגנים לעיוורים,6.10/,"גמול ביצוע עבודה (גב""ע)",השכר הנובע מתפוקת המשתקם.
מפעלים מוגנים לעיוורים,6.10/,תנאים סוציאליים,התנאים הסוציאליים מהווים 15.33% מהשכר כמפורט להלן
מפעלים מוגנים לעיוורים,6.10/,קופת גמל,כמפורט להלן.
מפעלים מוגנים לעיוורים,6.10/,ועדת תעסוקה מקומית,"וועדה ברשות המקומית שתפקידה לבחון, לדון ולהחליט עם המועמד על מידת התאמתו לתעסוקה מוגנת"
תעסוקה מוגנת לאנשים עם עיוורון  או לקות ראייה,6.10/,ארגון מפעיל,גוף שנבחר במכרז על ידי משרד הרווחה והשירותים החברתיים לצורך הפעלת מפעל תעסוקתי מוגן
תעסוקה מוגנת לאנשים עם עיוורון  או לקות ראייה,6.10/,משוקם,אדם עם עיוורון/לקות ראייה המועסק במפעל מוגן בעבודה יצרנית.
תעסוקה מוגנת לאנשים עם עיוורון  או לקות ראייה,6.10/,תשלום קבוע,"שכר בסיס בגובה 50% משכר שעת עבודה בחברת ""המשקם"" , התעריף מתעדכן מעת לעת ומתפרסם בנספח א' להוראה זו בחוברת התעריפים."
תעסוקה מוגנת לאנשים עם עיוורון  או לקות ראייה,6.10/,"גמול ביצוע עבודה (גב""ע)",השכר הנובע מתפוקת המשתקם.
תעסוקה מוגנת לאנשים עם עיוורון  או לקות ראייה,6.10/,תנאים סוציאליים,התנאים הסוציאליים מהווים 15.33% מהשכר כמפורט להלן
תעסוקה מוגנת לאנשים עם עיוורון  או לקות ראייה,6.10/,קופת גמל,כמפורט להלן.
תעסוקה מוגנת לאנשים עם עיוורון  או לקות ראייה,6.10/,ועדת תעסוקה מקומית,"וועדה ברשות המקומית שתפקידה לבחון, לדון ולהחליט עם המועמד על מידת התאמתו לתעסוקה מוגנת"
מפעלים מוגנים לעיוורים 6.10,6.10/,ארגון מפעיל,גוף שנבחר במכרז על ידי משרד הרווחה והשירותים החברתיים לצורך הפעלת מרכז תעסוקתי מוגן
מפעלים מוגנים לעיוורים 6.10,6.10/,משוקם,אדם עם עיוורון/לקות ראייה המועסק במרכז תעסוקתי בעבודה יצרנית.
מפעלים מוגנים לעיוורים 6.10,6.10/,תשלום קבוע,"שכר בסיס בגובה 50% משכר שעת עבודה בחברת ""המשקם"" , התעריף מתעדכן מעת לעת ומתפרסם בנספח א' להוראה זו בחוברת התעריפים."
מפעלים מוגנים לעיוורים 6.10,6.10/,"גמול ביצוע עבודה (גב""ע)",השכר הנובע מתפוקת המשתקם.
מפעלים מוגנים לעיוורים 6.10,6.10/,תנאים סוציאליים,התנאים הסוציאליים מהווים 18.33% מהשכר כמפורט להלן
מפעלים מוגנים לעיוורים 6.10,6.10/,קופת גמל,כמפורט להלן.
מפעלים מוגנים לעיוורים 6.10,6.10/,ועדת תעסוקה מקומית,"וועדה ברשות המקומית שתפקידה לבחון, לדון ולהחליט עם המועמד על מידת התאמתו לתעסוקה מוגנת"
מוגנים אוגוסט 2015,6.10/,ארגון מפעיל,גוף שנבחר במכרז על ידי משרד הרווחה והשירותים החברתיים לצורך הפעלת מרכז תעסוקתי מוגן
מוגנים אוגוסט 2015,6.10/,משוקם,אדם עם עיוורון/לקות ראייה המועסק במרכז תעסוקתי בעבודה יצרנית.
מוגנים אוגוסט 2015,6.10/,תשלום קבוע,"שכר בסיס בגובה 50% משכר שעת עבודה בחברת ""המשקם"" , התעריף מתעדכן מעת לעת ומתפרסם בנספח א' להוראה זו בחוברת התעריפים."
מוגנים אוגוסט 2015,6.10/,"גמול ביצוע עבודה (גב""ע)",השכר הנובע מתפוקת המשתקם.
מוגנים אוגוסט 2015,6.10/,תנאים סוציאליים,התנאים הסוציאליים מהווים 18.33% מהשכר כמפורט בסעיף 9.4 בהוראה זו.
מוגנים אוגוסט 2015,6.10/,קופת גמל,כמפורט בסעיף 9.4 בהוראה זו.
מוגנים אוגוסט 2015,6.10/,ועדת תעסוקה מקומית,"וועדה ברשות המקומית שתפקידה לבחון, לדון ולהחליט עם המועמד על מידת התאמתו לתעסוקה מוגנת"
מוגנים אוגוסט 2015 (3),6.10/,ארגון מפעיל,גוף שנבחר במכרז על ידי משרד הרווחה והשירותים החברתיים לצורך הפעלת מרכז תעסוקתי מוגן
מוגנים אוגוסט 2015 (3),6.10/,משוקם,אדם עם עיוורון/לקות ראייה המועסק במרכז תעסוקתי בעבודה יצרנית.
מוגנים אוגוסט 2015 (3),6.10/,תשלום קבוע,"שכר בסיס בגובה 50% משכר שעת עבודה בחברת ""המשקם"" , התעריף מתעדכן מעת לעת ומתפרסם בנספח א' להוראה זו בחוברת התעריפים."
מוגנים אוגוסט 2015 (3),6.10/,"גמול ביצוע עבודה (גב""ע)",השכר הנובע מתפוקת המשתקם.
מוגנים אוגוסט 2015 (3),6.10/,תנאים סוציאליים,התנאים הסוציאליים מהווים 18.33% מהשכר כמפורט בסעיף 9.4 בהוראה זו.
מוגנים אוגוסט 2015 (3),6.10/,קופת גמל,כמפורט בסעיף 9.4 בהוראה זו.
מוגנים אוגוסט 2015 (3),6.10/,ועדת תעסוקה מקומית,"וועדה ברשות המקומית שתפקידה לבחון, לדון ולהחליט עם המועמד על מידת התאמתו לתעסוקה מוגנת"
מרכז תעסוקה לאנשים עם עיוורון 6.10,6.10/,ארגון מפעיל,גוף שנבחר במכרז על ידי משרד הרווחה והשירותים החברתיים לצורך הפעלת מרכז תעסוקתי מוגן.
מרכז תעסוקה לאנשים עם עיוורון 6.10,6.10/,משתקם,אדם עם עיוורון/לקות ראייה או נכה המועסק במרכז 					תעסוקתי בעבודה יצרנית.
מרכז תעסוקה לאנשים עם עיוורון 6.10,6.10/,תשלום קבוע,"שכר בסיס בגובה של לפחות 50% משכר שעת עבודה בחברת ""המשקם""."
מרכז תעסוקה לאנשים עם עיוורון 6.10,6.10/,"גמול ביצוע עבודה (גב""ע)",השכר הנובע מתפוקת המשתקם.
מרכז תעסוקה לאנשים עם עיוורון 6.10,6.10/,תנאים סוציאליים,התנאים הסוציאליים מהווים 18.33% מהשכר 					כמפורט בסעיף 10.4 בהוראה זו.
מרכז תעסוקה לאנשים עם עיוורון 6.10,6.10/,ועדת תעסוקה מקומית,"וועדה ברשות המקומית שתפקידה לבחון, לדון 				 ולהחליט עם המועמד על מידת התאמתו לתעסוקה מוגנת, השעייתו והפסקת השמה. אוכלוסיית היעד בעלי תעודת עיוור/לקויי ראייה מעל גיל 18 ."
